影片 ID,Song Title,Album Title,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5
kn4opV-fglk,Pure Desire feat. Ellie Lust,Pure Desire,Narcisse (Mex),Ellie Lust,,,
npSIEgH_k_I,祈祷,"""爱像一首歌""",蔡琴,,,,
HWWyn_AxF9k,Quantum Leap,Quantum Leap EP,Booka Shade,,,,
5llSLPwCCw0,Queendom,万妮达,万妮达,,,,
00MFb5-BqPc,Quemada,Transborda,Yeahman,,,,
q7HU5yENvBU,quiescent,quiescent,Baton,,,,
8fzFxcQVZ_s,RANDOMSONG,ARDIPITHECUS,WILLOW,,,,
YE5hTDAvVuk,Reach Us,Moon Monsoon,Moon Monsoon,,,,
cS1wL7CK5VQ,Really Deep Snow,Really Deep Snow,Lindstrøm,,,,
1zufHvgsguU,Reborn (Lemon And Soul & Shiri Shahar Remix),Chrysalis (Remixes),Jakare,,,,
iR7V60xvbyg,Reflect,Reflect,Max Cooper,,,,
ECgvsqWZDA8,Remember,From the Silence,Omkara,,,,
6OlNn05-oVw,Reservoir (Acoustic),Ceremonia,YAIMA,,,,
p_kWZ1FYQFI,Rest,Rest,Jungle Kitchen,Pao Pamaki,Shamanic Catharsis,Baptiste Sejourne,Mauricio vicencio
7UMxBclOguA,Return of the Bird Tribes,Myth of the Cave,Deya Dova,,,,
Ma-Oj6Cvo4o,Revel,Earth Trilogy - Two,YAIMA,,,,
KKd0eVQ5X_4,Revolution 909,Homework,Daft Punk,,,,
Aexk9yV3oqg,Revolving Dimensions,Ineffababblin',Infinati,,,,
admmPKa6lok,Reykjavik,Reykjavik,Joachim Pastor,,,,
vgl8RxtuZFg,Rilassamento Profondo,Yoga e Meditazione - La Miglior Musica Rilassante per lo Zen Interiore con Suoni della Natura,Musica Rilassante Relax,Zen Zazen,,,
DHEUfim8olU,RISE [Darius Remix],RISE (Darius Remix),Darius,Benny Sings,,,
KFAFOpdXzbs,Riser,Gift from the Trees,Mammal Hands,,,,
wplowchs52U,Rkadash,Rkadash,Rey&Kjavik,,,,
9iUzheZ95Dc,Run Outs,Bring Backs,Alfa Mist,,,,
25bpzL2MJRY,Rwanda,Skyforest,Nora Van Elken,,,,
QYHCRy8dOwA,Sachamama,Ayahuasca (Original Motion Picture Soundtrack),Poranguí,Eric Zang,,,
DFiTLHO7MhI,Sacred Spirit,Beyond My Senses,Golga Nesh,,,,
lszGIN4TYUs,Samaúma (Liquid Bloom & Bloomurian Remix),Samaúma (Liquid Bloom & Bloomurian Remix),Poranguí,,,,
sFI1fKNN85o,Sanación Mágica Chamánica,Sanación Mágica Chamánica,Ivan Namasté,,,,
wwRm5RrB2Rk,Satvha II,Satvha II,Ricardo Piña,,,,
Y-ybroarRb4,Savasana,Meditations for Transformation: Cycle of Life,Mirabai Ceiba,,,,
3p3H_0olGQA,Schumann 432-1 Root Chakra Breathing,Schumann 432-1 Root Chakra Breathing,369,,,,
3gzu9m5mN18,Send Me,Colourgrade,Tirzah,,,,
_OWS8ecIokk,Serene Mind Practice,Serene Mind Practice,Preethaji,,,,
Qlv-O4wOmCc,Serving others,Compassion,Jane winther,,,,
PbhvENFd4gM,Shadows of the Great Tree,Drops to Oceans,Nadia Simon,Yatao,,,
dBsI-CUfDbk,Shiva Shakti Mantra,Divine Grace Divine,Patrick Bernard,,,,
TCUe9Rs5RXI,Shri Ganeshashtakam,Ganapati,Various Artist,,,,
G6rfPJAsUtY,Siento el espiritu,SPIRIT,Amalua,Tavo Vazquez,,,
pmgxlD820k8,Siete,Siku,尼科拉·克鲁兹,,,,
hHGSd_hm8Zc,Sink into the Floor,Feng Suave,Feng Suave,,,,
kOqgzymxsR8,Siren,Safe in the Steep Cliffs,Emancipator,,,,
3xBQtXOtsRo,Sirio,Sirio,Lemurian,Janax Pacha,,,
NtipeRAbojI,Skanegaten,Beats For Your Feet,Hang Massive,,,,
j9CyyTliLtI,"slow down, its not a race",don't look down,tomcbumpz,,,,
t1F0FDTDB-g,Snake Charmer (Desert Sands Dub),DownTemple Dub: LOST GROOVES,Desert Dwellers,,,,
s2Mb7QTyeS8,Soft Meadow,Six Songs for Invisible Gardens,Green-House,,,,
4_270wo8zqI,Sola Sistim,A Hundred Days Off,Underworld,,,,
wkyxdlpsvG8,Solar,Scorpio Rising,Thunderball,,,,
WCoAndSOF7I,Song of Life,Leftism (Remastered),Leftfield,,,,
KiMrhpssfI0,Song on the Wind,Song on the Wind,Dub Sutra,,,,
tDsXJjNrL4c,Souls and Stars,Signals,The Echelon Effect,,,,
_EO95cE9iuw,Star,ARDIPITHECUS,WILLOW,JABS,,,
I31fqxiV9xM,Stardust (End of Time Remix),Stardust (End of Time Remix),Poranguí,,,,
Yui0e9_cmoo,Stay Awhile,Profound Mysteries III,Röyksopp,Susanne Sundfør,,,
9YLkezFQvbc,Su-Bo's Mental Meltdown,Isla,Portico Quartet,,,,
QRHIrNBGzbc,Subterranean Sanctuary,DownTemple Dub: WAVES,Desert Dwellers,,,,
7VRqSiZmr34,Sukhavati,DownTemple Dub: ROOTS,Desert Dwellers,,,,
dJDiQCXnpL0,Sunmomi,Mr. Money With The Vibe,Asake,,,,
LtieDKyqlzU,Sunset Canyon,Foxwarren,Foxwarren,,,,
KsRTv3wrpQ0,Sunson,All Melody,Nils Frahm,,,,
OSBtAJlTgWs,Synesthesia,Imploding Exponentially,Infinati,,,,
dkS_TrQdvpA,Take Care of You,Sampled Moods,Cherokee,,,,
AdSGzLGeRUs,Take Words In Return (C2 Inst Remix),Take Words In Return,Henrik Schwarz,,,,
PtJ_BmVLCyQ,Talisman,Encores 2,Nils Frahm,,,,
2O48i_T-_PY,Templo de Amor,Templo de Amor,Xuqutopi,Khandro,,,
IxXDBzfzTg0,The Beast,Nerissimo,Teho Teardo,Blixa Bargeld,,,
xcIsMfH5oqY,The Ding Dong Song,The World of Tsai Chin,Tsai Chin,,,,
_oBN7NN6e6A,The Face of Love: Healing Fire Breath,THE FACE OF LOVE,Liquid Bloom,,,,
xjJpzSqWyVQ,The Finishing,The Ginning,Stavroz,,,,
G7UBEr0TUgg,The Frog's Ritual,The Frog's Ritual,Felix Johansson Carne,,,,
0scHUTqM6Hw,The Invitation,Rituals of Passion,Byron Metcalf,Ari Urban,,,
EGD7SH0mOrg,The Last Saint,Collection,Mario M,,,,
fBVcUAD9Gok,The Passing of Time,Nightcolors,Gregor Tresher,,,,
OD7CO24hSdc,The Power Is Here Now,Just Before I Sleep,Alexia Chellun,,,,
_MSEvFRJ3S4,The Runaround,Aporia,Sufjan Stevens,Lowell Brams,,,
o03IVvEIUqE,The Unforgiven,Unbreakable: Alborosie Meets The Wailers United,Alborosie,Raging Fyah,,,
qdbiTdjy1BA,The Way Things Change,The Way Things Change,Yellow Days,,,,
2YGQCRvon5c,The Wayshower's Melody,Blessed,Dylan John Sparkes,,,,
oXjahkrGksQ,Theme for Ennio,Theme for Ennio,HAUSER,Andrea Morricone,,,
FtNFcP1NhiM,Threshold of Intention,The Shaman's Heart,Byron Metcalf,,,,
0D4V5awe-PA,Tibetan Monks Chantiing Om for Deep Meditation and Spiritual Awakening,Om Chanting – 1 Hour Tibetan Monks Chanting Om Sound of the Universe for Meditation,Tibetan Singing Bells Monks,,,,
lVZGDSD4p_8,Time Is the Music Planets Make,An Analog Guy in a Digital World,Martin Roth,,,,
bRVIMymQODc,Time Machine,WILLOW,WILLOW,,,,
na9tL8PHH0I,Tioga Pass,Marching Band / Tioga Pass,Yussef Dayes,Rocco Palladino,,,
rLd91Hz8l_A,Tonantzin (Live),Poranguí: Guided Journey (Live),Poranguí,Ashley Klein,,,
Y9SNXb3ucqQ,Toubilla (Walkerji Remix),Hymn of the Dreamers (Remixed),Jungle Kitchen,Ninka Nassif,,,
_XRYUaI0zhQ,Touch me & die,Aftertouches,Kara-Lis Coverdale,,,,
M4paQzIlrus,Traveling Through Eternity,Traveling Through Eternity,Alexandre Lora,,,,
g9C4-EHIlog,Two Moons Under,All That Must Be,George FitzGerald,,,,
vwM4UUCOW70,ufo shopping,comfortable silence,tomcbumpz,,,,
SLRRF9K63OU,Unity,Drops to Oceans,Yatao,,,,
jf2zYIwyAls,Universo De Amor,Ahuahueya,Herbert Quinteros,,,,
vfCCysdzK4I,Veils of the Dervish,Rituals of Passion,Byron Metcalf,Ari Urban,,,
MFWO0yvHRVU,Venera,Venera,George FitzGerald,,,,
KpGSIatpr4A,Vessel,Insides,Jon Hopkins,,,,
x2GgjshF-dg,Vind (Max Cooper Remix),Mare Reworks,Christian Löffler,,,,
3eGf4PPz06c,Voices,Lonely Planet,Tornado Wallace,,,,
1Xfdjqa5dfY,Wait a Minute!,ARDIPITHECUS,WILLOW,,,,
7DFm99EdB3Q,WAIYA,WAIYA,万妮达,,,,
3OfTyBVhzwo,Warm Data,Monument,Portico Quartet,,,,
mPfFIlHjC6o,Watch it Flow,Watch it Flow,Mose,ELIH,,,
oD0fnIUXJec,Watermelon Wormhole,Reviver,Lane 8,,,,
HBDtQaRkPgU,Waves Of Preparation,Adventures in Synaptic Exploration,Byron Metcalf,,,,
gMx2E7aniPM,Way Star,In Motion: Modern Progressive Group Sounds,Rubba,De Wolfe Music,,,
GWj6RQyxBBM,We Are Truth,Ram Dass,East Forest,Ram Dass,,,
lTGjFpjOIP8,Weather Storm,Protection,Massive Attack,Craig Armstrong,,,
i3WsJmaOqT0,Whispers in the Wind,Whispers in the Wind,ALEX DAV,,,,
JpuckItol24,White Tara Mariri,Sama,Maneesh de Moor,,,,
PoLdUi7Ujto,White Witch,Shaman's Paths,Dino Sabatini,,,,
1RycsgUMNJs,Wisdom of the Invisible,Silent Voices,Ayla Schafer,,,,
9H3yftW5oPY,Woddow,Uberbois,Marek Bois,,,,
IXaMF4FqIkM,Words,This Empty Northern Hemisphere,Gregory Alan Isakov,,,,
R9rG8ADuuRI,Woven Ancestry,Human,Max Cooper,,,,
FoYlfcQb7Qw,Written in the Wind,Ovo,YAIMA,,,,
beErPfNYUOI,Written in the Wind (Revisioned),Moongate,YAIMA,,,,
IK3Xb0hlDc8,Yamaha,Yamaha,Aleksandir,,,,
vwWS_j1F1mw,York,York,Christian Löffler,,,,
2e8x3fFZP3Q,You & I,Intimate Fonk,Dabeull,Holybrune,,,
ImJOIfnp_Dk,You May Be Blue,To Find Me Gone,Vetiver,,,,
Rqzg2RQDh3A,你的眼神,民歌蔡琴,蔡琴,,,,
LugNl8TDwqU,Your Young Voice,Diamond Mine,King Creosote,Jon Hopkins,,,
B-FWhcNvNhA,Youth,Next Stop,Portico Quartet,,,,
9Y1e7pgAQcA,ディアブロ,トライアスロン,水曜日のカンパネラ,,,,
